cafe_location,transaction_id,date_time,customer_id,item,item_quantity,net_price
Slushie,CAF0012560,11/11/24 12:24,C8745,Coffee,2,3.99
Slurpie,CAF0012560,11/11/24 12:24,C8745,Fries,2,4.99
Icee,CAF0014365,11/11/24 12:25,C9279,Burger,2,10.99
Slurpie,CAF0014365,11/11/24 12:25,C9279,Fries,1,4.99
Icee,CAF0021275,11/11/24 12:25,M1155,Soup,1,5.09
Icee,CAF0021275,11/11/24 12:25,M1155,Hot Chocolate,2,3.39
Icee,CAF0022383,11/11/24 12:27,M1189,Coffee,2,3.39
Slushie,CAF0022383,11/11/24 12:27,M1189,Soup,2,5.09
Slurpie,CAF0013285,11/11/24 12:28,C8978,Cookie,1,2.75
Slurpie,CAF0011603,11/11/24 12:30,C8444,Pizza Slice,2,5.99
Slushie,CAF0011603,11/11/24 12:30,C8444,Soda,2,2.99
Slurpie,CAF0004174,11/11/24 12:42,C6214,Burger,1,10.99
Slushie,CAF0004174,11/11/24 12:42,C6214,Fries,2,4.99
Slurpie,CAF0004174,11/11/24 12:42,C6214,Pizza Slice,2,5.99
Slushie,CAF0017390,11/11/24 12:42,M1055,Fries,1,4.24
Slurpie,CAF0017390,11/11/24 12:42,M1055,Cookie,2,2.34
Slurpie,CAF0017390,11/11/24 12:42,M1055,Coffee,1,3.39
Slushie,CAF0017740,11/11/24 12:43,M1063,Soup,1,5.09
Slurpie,CAF0017740,11/11/24 12:43,M1063,Coffee,2,3.39
Icee,CAF0017266,11/11/24 12:45,M1049,Soup,1,5.09
Slushie,CAF0017266,11/11/24 12:45,M1049,Hot Chocolate,2,3.39
Slurpie,CAF0017266,11/11/24 12:45,M1049,Fries,1,4.24
Slushie,CAF0003157,11/11/24 12:47,C5910,Hot Chocolate,1,3.99
Icee,CAF0012552,11/11/24 12:53,C8743,Soda,1,2.99
Icee,CAF0011604,11/11/24 12:55,C8444,Soup,1,5.99
Slurpie,CAF0011604,11/11/24 12:55,C8444,Cookie,1,2.75
Icee,CAF0011344,11/11/24 13:03,C8368,Pizza Slice,1,5.99
Slushie,CAF0011344,11/11/24 13:03,C8368,Soup,1,5.99
Slurpie,CAF0011344,11/11/24 13:03,C8368,Breakfast Sandwich,2,7.85
Icee,CAF0017391,11/11/24 13:05,M1055,Hot Chocolate,2,3.39
Slushie,CAF0017391,11/11/24 13:05,M1055,Pizza Slice,1,5.09
Icee,CAF0017391,11/11/24 13:05,M1055,Cookie,2,2.34
Icee,CAF0018008,11/11/24 13:05,M1070,Hot Chocolate,1,3.39
Slurpie,CAF0001112,11/11/24 13:12,C5296,Soup,1,5.99
Slurpie,CAF0001112,11/11/24 13:12,C5296,Soda,2,2.99
Icee,CAF0001112,11/11/24 13:12,C5296,Cookie,2,2.75
Icee,CAF0003158,11/11/24 13:34,C5910,Soup,1,5.99
Slurpie,CAF0008359,11/11/24 13:49,C7486,Coffee,1,3.99
Slurpie,CAF0008359,11/11/24 13:49,C7486,Cookie,1,2.75
Slurpie,CAF0008356,11/11/24 13:57,C7485,Hot Chocolate,1,3.99
Slurpie,CAF0007126,11/11/24 14:34,C7101,Coffee,1,3.99
Icee,CAF0000713,11/11/24 14:48,C5194,Fries,2,4.99
Icee,CAF0000712,11/11/24 14:50,C5194,Fries,2,4.99
Slushie,CAF0000712,11/11/24 14:50,C5194,Soda,1,2.99
Slurpie,CAF0001951,11/11/24 14:54,C5539,Pizza Slice,2,5.99
Icee,CAF0001951,11/11/24 14:54,C5539,Coffee,2,3.99
Slurpie,CAF0012551,11/11/24 14:58,C8743,Hot Chocolate,2,3.99
Slurpie,CAF0012551,11/11/24 14:58,C8743,Coffee,2,3.99
Slushie,CAF0007127,11/11/24 15:09,C7101,Pizza Slice,2,5.99
Slushie,CAF0007127,11/11/24 15:09,C7101,Burger,2,10.99
Slushie,CAF0001950,11/11/24 15:13,C5539,Soup,2,5.99
Icee,CAF0015471,11/11/24 15:22,C9600,Coffee,2,3.99
Slurpie,CAF0015471,11/11/24 15:22,C9600,Soup,1,5.99
Slurpie,CAF0015471,11/11/24 15:22,C9600,Burger,1,10.99
Slurpie,CAF0002598,11/12/24 7:17,C5749,Pizza Slice,1,5.99
Slushie,CAF0002598,11/12/24 7:17,C5749,Soup,1,5.99
Slurpie,CAF0002598,11/12/24 7:17,C5749,Fries,2,4.99
Slurpie,CAF0004100,11/12/24 7:19,C6193,Cookie,2,2.75
Icee,CAF0004100,11/12/24 7:19,C6193,Fries,2,4.99
Slushie,CAF0010335,11/12/24 7:41,C8070,Pizza Slice,1,5.99
Icee,CAF0018373,11/12/24 7:43,M1079,Burger,1,9.34
Slurpie,CAF0018373,11/12/24 7:43,M1079,Soup,2,5.09
Slushie,CAF0016225,11/12/24 7:58,M1019,Cookie,2,2.34
Slurpie,CAF0016225,11/12/24 7:58,M1019,Fries,2,4.24
Icee,CAF0016225,11/12/24 7:58,M1019,Breakfast Sandwich,2,6.67
Slurpie,CAF0002597,11/12/24 8:06,C5749,Soup,2,5.99
Icee,CAF0002597,11/12/24 8:06,C5749,Cookie,2,2.75
Icee,CAF0002597,11/12/24 8:06,C5749,Fries,2,4.99
Icee,CAF0022440,11/12/24 8:42,M1192,Cookie,2,2.34
Icee,CAF0022440,11/12/24 8:42,M1192,Soup,1,5.09
Slurpie,CAF0018372,11/12/24 8:45,M1079,Cookie,2,2.34
Icee,CAF0020232,11/12/24 8:49,M1130,Soup,2,5.09
Icee,CAF0020232,11/12/24 8:49,M1130,Cookie,1,2.34
Slushie,CAF0020232,11/12/24 8:49,M1130,Coffee,1,3.39
Slushie,CAF0021024,11/12/24 8:59,M1150,Coffee,2,3.39
Slurpie,CAF0021024,11/12/24 8:59,M1150,Fries,2,4.24
Slushie,CAF0021024,11/12/24 8:59,M1150,Soup,2,5.09
Slurpie,CAF0000226,11/12/24 9:03,C5058,Cookie,2,2.75
Icee,CAF0023421,11/12/24 9:11,M1215,Breakfast Sandwich,1,6.67
Icee,CAF0023421,11/12/24 9:11,M1215,Cookie,1,2.34
Slurpie,CAF0023421,11/12/24 9:11,M1215,Pizza Slice,2,5.09
Icee,CAF0001184,11/12/24 9:21,C5317,Burger,1,10.99
Slurpie,CAF0001184,11/12/24 9:21,C5317,Hot Chocolate,2,3.99
Slurpie,CAF0001184,11/12/24 9:21,C5317,Coffee,1,3.99
Slushie,CAF0011977,11/12/24 9:26,C8568,Soda,2,2.99
Slurpie,CAF0011977,11/12/24 9:26,C8568,Hot Chocolate,2,3.99
Slurpie,CAF0011977,11/12/24 9:26,C8568,Cookie,1,2.75
Slurpie,CAF0010334,11/12/24 9:27,C8070,Hot Chocolate,1,3.99
Icee,CAF0020233,11/12/24 9:30,M1130,Coffee,2,3.39
Slurpie,CAF0020233,11/12/24 9:30,M1130,Soda,2,2.54
Slushie,CAF0021598,11/12/24 9:32,M1165,Fries,2,4.24
Icee,CAF0021598,11/12/24 9:32,M1165,Soda,2,2.54
Icee,CAF0022712,11/12/24 9:36,M1199,Fries,2,4.24
Icee,CAF0023420,11/12/24 9:38,M1215,Coffee,2,3.39
Slushie,CAF0023420,11/12/24 9:38,M1215,Pizza Slice,2,5.09
Icee,CAF0023420,11/12/24 9:38,M1215,Fries,2,4.24
Slurpie,CAF0001185,11/12/24 9:40,C5317,Fries,2,4.99
Slurpie,CAF0004101,11/12/24 9:48,C6193,Burger,1,10.99
Icee,CAF0004101,11/12/24 9:48,C6193,Breakfast Sandwich,2,7.85
Slushie,CAF0004101,11/12/24 9:48,C6193,Hot Chocolate,1,3.99
Slurpie,CAF0002489,11/12/24 9:50,C5708,Soda,1,2.99
Slushie,CAF0002489,11/12/24 9:50,C5708,Coffee,2,3.99
Slushie,CAF0010095,11/12/24 9:50,C7995,Breakfast Sandwich,1,7.85
Icee,CAF0002488,11/12/24 9:52,C5708,Coffee,1,3.99
Slushie,CAF0022711,11/12/24 9:52,M1199,Burger,1,9.34
Slurpie,CAF0016453,11/12/24 10:01,M1024,Hot Chocolate,2,3.39
Icee,CAF0016453,11/12/24 10:01,M1024,Coffee,2,3.39
Icee,CAF0016224,11/12/24 10:02,M1019,Burger,2,9.34
Slurpie,CAF0016224,11/12/24 10:02,M1019,Fries,1,4.24
Slurpie,CAF0022439,11/12/24 10:04,M1192,Breakfast Sandwich,1,6.67
Icee,CAF0022439,11/12/24 10:04,M1192,Soda,1,2.54
Slurpie,CAF0002628,11/12/24 10:05,C5758,Hot Chocolate,1,3.99
Slushie,CAF0020559,11/12/24 10:07,M1137,Burger,2,9.34
Slurpie,CAF0008352,11/12/24 10:13,C7483,Soda,1,2.99
Slushie,CAF0008352,11/12/24 10:13,C7483,Burger,1,10.99
Slushie,CAF0007646,11/12/24 10:14,C7260,Coffee,1,3.99
Slurpie,CAF0007646,11/12/24 10:14,C7260,Burger,1,10.99
Icee,CAF0010872,11/12/24 10:14,C8227,Soda,2,2.99
Slurpie,CAF0010096,11/12/24 10:15,C7995,Fries,2,4.99
Icee,CAF0010096,11/12/24 10:15,C7995,Coffee,2,3.99
Slurpie,CAF0000227,11/12/24 10:16,C5058,Coffee,1,3.99
Icee,CAF0000227,11/12/24 10:16,C5058,Cookie,2,2.75
Slushie,CAF0000227,11/12/24 10:16,C5058,Hot Chocolate,1,3.99
Slushie,CAF0012995,11/12/24 10:16,C8885,Coffee,2,3.99
Icee,CAF0012995,11/12/24 10:16,C8885,Burger,2,10.99
Slushie,CAF0010871,11/12/24 10:22,C8227,Soup,1,5.99
Slushie,CAF0009628,11/12/24 10:28,C7850,Breakfast Sandwich,2,7.85
Icee,CAF0009628,11/12/24 10:28,C7850,Soda,1,2.99
Slushie,CAF0009628,11/12/24 10:28,C7850,Soup,2,5.99
Slurpie,CAF0004180,11/12/24 10:29,C6216,Soda,2,2.99
Icee,CAF0010209,11/12/24 10:29,C8033,Soda,1,2.99
Icee,CAF0010209,11/12/24 10:29,C8033,Cookie,1,2.75
Slurpie,CAF0010209,11/12/24 10:29,C8033,Fries,2,4.99
Icee,CAF0014372,11/12/24 10:29,C9280,Hot Chocolate,2,3.99
Slurpie,CAF0014372,11/12/24 10:29,C9280,Soup,1,5.99
Icee,CAF0016454,11/12/24 10:30,M1024,Breakfast Sandwich,1,6.67
Slushie,CAF0011499,11/12/24 10:31,C8418,Hot Chocolate,2,3.99
Slushie,CAF0016535,11/12/24 10:34,M1029,Soda,1,2.54
Icee,CAF0016535,11/12/24 10:34,M1029,Burger,2,9.34
Icee,CAF0016535,11/12/24 10:34,M1029,Coffee,2,3.39
Slushie,CAF0009879,11/12/24 10:36,C7934,Soup,2,5.99
Slushie,CAF0009879,11/12/24 10:36,C7934,Coffee,2,3.99
Icee,CAF0020753,11/12/24 10:41,M1143,Hot Chocolate,2,3.39
Slurpie,CAF0020753,11/12/24 10:41,M1143,Soda,2,2.54
Slushie,CAF0016536,11/12/24 10:43,M1029,Soda,1,2.54
Slurpie,CAF0017528,11/12/24 10:43,M1058,Burger,1,9.34
Icee,CAF0015246,11/12/24 10:47,C9534,Burger,1,10.99
Icee,CAF0002385,11/12/24 10:48,C5675,Pizza Slice,1,5.99
Slurpie,CAF0002385,11/12/24 10:48,C5675,Soda,1,2.99
Slurpie,CAF0002385,11/12/24 10:48,C5675,Hot Chocolate,1,3.99
Slurpie,CAF0002121,11/12/24 10:49,C5590,Cookie,2,2.75
Icee,CAF0002121,11/12/24 10:49,C5590,Breakfast Sandwich,2,7.85
Slushie,CAF0014599,11/12/24 10:54,C9347,Burger,2,10.99
Slurpie,CAF0014599,11/12/24 10:54,C9347,Soup,1,5.99
Slurpie,CAF0014002,11/12/24 10:56,C9171,Soup,2,5.99
Icee,CAF0014002,11/12/24 10:56,C9171,Cookie,2,2.75
Slushie,CAF0014002,11/12/24 10:56,C9171,Soda,1,2.99
Slurpie,CAF0021023,11/12/24 10:58,M1150,Breakfast Sandwich,2,6.67
Slurpie,CAF0014003,11/12/24 11:00,C9171,Fries,2,4.99
Icee,CAF0014003,11/12/24 11:00,C9171,Burger,2,10.99
Slushie,CAF0014003,11/12/24 11:00,C9171,Soda,1,2.99
Slurpie,CAF0001031,11/12/24 11:03,C5276,Breakfast Sandwich,2,7.85
Slushie,CAF0001031,11/12/24 11:03,C5276,Hot Chocolate,1,3.99
Slushie,CAF0001031,11/12/24 11:03,C5276,Coffee,1,3.99
Icee,CAF0011911,11/12/24 11:04,C8546,Burger,2,10.99
Slurpie,CAF0015131,11/12/24 11:06,C9502,Breakfast Sandwich,2,7.85
Slurpie,CAF0015131,11/12/24 11:06,C9502,Burger,2,10.99
Icee,CAF0015437,11/12/24 11:08,C9590,Cookie,1,2.75
Slurpie,CAF0003464,11/12/24 11:18,C6012,Soup,1,5.99
Slushie,CAF0003464,11/12/24 11:18,C6012,Hot Chocolate,2,3.99
Slurpie,CAF0003464,11/12/24 11:18,C6012,Breakfast Sandwich,2,7.85
Slushie,CAF0023374,11/12/24 11:18,M1214,Coffee,1,3.39
Slurpie,CAF0023374,11/12/24 11:18,M1214,Soda,1,2.54
Slushie,CAF0023374,11/12/24 11:18,M1214,Pizza Slice,2,5.09
Slushie,CAF0018009,11/12/24 11:19,M1070,Hot Chocolate,2,3.39
Icee,CAF0018009,11/12/24 11:19,M1070,Burger,2,9.34
Slushie,CAF0011498,11/12/24 11:20,C8418,Breakfast Sandwich,2,7.85
Slurpie,CAF0012619,11/12/24 11:21,C8762,Burger,1,10.99
Icee,CAF0012619,11/12/24 11:21,C8762,Cookie,2,2.75
Slushie,CAF0008237,11/12/24 11:23,C7445,Soda,2,2.99
Slurpie,CAF0008237,11/12/24 11:23,C7445,Burger,1,10.99
Icee,CAF0002076,11/12/24 11:24,C5574,Fries,1,4.99
Slushie,CAF0002076,11/12/24 11:24,C5574,Cookie,1,2.75
Slurpie,CAF0002076,11/12/24 11:24,C5574,Soda,1,2.99
Slushie,CAF0007274,11/12/24 11:31,C7144,Breakfast Sandwich,1,7.85
Slurpie,CAF0007274,11/12/24 11:31,C7144,Coffee,2,3.99
Slushie,CAF0007274,11/12/24 11:31,C7144,Burger,1,10.99
Slurpie,CAF0020936,11/12/24 11:33,M1148,Soup,1,5.09
Icee,CAF0020936,11/12/24 11:33,M1148,Breakfast Sandwich,1,6.67
Icee,CAF0021597,11/12/24 11:34,M1165,Cookie,2,2.34
Slushie,CAF0021597,11/12/24 11:34,M1165,Breakfast Sandwich,1,6.67
Slushie,CAF0021597,11/12/24 11:34,M1165,Pizza Slice,1,5.09
Slushie,CAF0007269,11/12/24 11:42,C7143,Pizza Slice,2,5.99
Slurpie,CAF0007269,11/12/24 11:42,C7143,Burger,1,10.99
Slurpie,CAF0015247,11/12/24 11:43,C9534,Coffee,1,3.99
Slurpie,CAF0015247,11/12/24 11:43,C9534,Fries,2,4.99
Slushie,CAF0015247,11/12/24 11:43,C9534,Burger,1,10.99
Icee,CAF0017088,11/12/24 11:53,M1044,Breakfast Sandwich,2,6.67
Slushie,CAF0017088,11/12/24 11:53,M1044,Coffee,2,3.39
Slushie,CAF0000501,11/12/24 11:54,C5135,Cookie,2,2.75
Slurpie,CAF0007273,11/12/24 11:55,C7144,Soda,2,2.99
Slurpie,CAF0007273,11/12/24 11:55,C7144,Coffee,1,3.99
Icee,CAF0007273,11/12/24 11:55,C7144,Cookie,1,2.75
Slurpie,CAF0002476,11/12/24 12:02,C5704,Breakfast Sandwich,1,7.85
Slurpie,CAF0005331,11/12/24 12:05,C6568,Breakfast Sandwich,2,7.85
Slurpie,CAF0005331,11/12/24 12:05,C6568,Soda,1,2.99
Icee,CAF0005331,11/12/24 12:05,C6568,Cookie,1,2.75
Slurpie,CAF0010208,11/12/24 12:05,C8033,Soda,1,2.99
Slushie,CAF0020092,11/12/24 12:10,M1126,Breakfast Sandwich,1,6.67
Slurpie,CAF0002075,11/12/24 12:11,C5574,Burger,2,10.99
Slurpie,CAF0021177,11/12/24 12:12,M1153,Burger,2,9.34
Slushie,CAF0021177,11/12/24 12:12,M1153,Coffee,2,3.39
Slurpie,CAF0000502,11/12/24 12:16,C5135,Pizza Slice,1,5.99
Slushie,CAF0000502,11/12/24 12:16,C5135,Hot Chocolate,1,3.99
Slushie,CAF0000502,11/12/24 12:16,C5135,Soup,2,5.99
Slurpie,CAF0005887,11/12/24 12:17,C6733,Cookie,2,2.75
Icee,CAF0009880,11/12/24 12:20,C7934,Fries,2,4.99
Icee,CAF0020754,11/12/24 12:28,M1143,Breakfast Sandwich,2,6.67
Slurpie,CAF0020754,11/12/24 12:28,M1143,Fries,1,4.24
Icee,CAF0020754,11/12/24 12:28,M1143,Soup,2,5.09
Slurpie,CAF0014373,11/12/24 12:29,C9280,Soda,2,2.99
Icee,CAF0014373,11/12/24 12:29,C9280,Breakfast Sandwich,2,7.85
Slushie,CAF0014373,11/12/24 12:29,C9280,Burger,2,10.99
Icee,CAF0009627,11/12/24 12:43,C7850,Cookie,2,2.75
Icee,CAF0017089,11/12/24 12:47,M1044,Breakfast Sandwich,1,6.67
Icee,CAF0017089,11/12/24 12:47,M1044,Burger,1,9.34
Slushie,CAF0016861,11/12/24 12:49,M1039,Breakfast Sandwich,2,6.67
Icee,CAF0012618,11/12/24 12:51,C8762,Burger,2,10.99
Icee,CAF0014978,11/12/24 12:51,C9458,Hot Chocolate,1,3.99
Slurpie,CAF0007118,11/12/24 12:52,C7098,Fries,2,4.99
Slurpie,CAF0005575,11/12/24 12:54,C6645,Coffee,1,3.99
Slurpie,CAF0005575,11/12/24 12:54,C6645,Cookie,2,2.75
Slushie,CAF0005575,11/12/24 12:54,C6645,Pizza Slice,2,5.99
Slurpie,CAF0002477,11/12/24 12:58,C5704,Pizza Slice,2,5.99
Slurpie,CAF0007645,11/12/24 13:03,C7260,Soup,2,5.99
Icee,CAF0007645,11/12/24 13:03,C7260,Cookie,2,2.75
Icee,CAF0007645,11/12/24 13:03,C7260,Burger,2,10.99
Icee,CAF0002122,11/12/24 13:17,C5590,Soup,1,5.99
Slushie,CAF0015132,11/12/24 13:39,C9502,Burger,2,10.99
Slurpie,CAF0015132,11/12/24 13:39,C9502,Cookie,1,2.75
Slurpie,CAF0014199,11/12/24 13:44,C9227,Soda,2,2.99
Slushie,CAF0013288,11/12/24 13:50,C8980,Cookie,2,2.75
Slushie,CAF0013288,11/12/24 13:50,C8980,Soup,1,5.99
Icee,CAF0013288,11/12/24 13:50,C8980,Coffee,2,3.99
Slushie,CAF0008812,11/12/24 14:23,C7616,Coffee,1,3.99
Icee,CAF0008812,11/12/24 14:23,C7616,Burger,1,10.99
Slushie,CAF0008812,11/12/24 14:23,C7616,Soup,2,5.99
Icee,CAF0005576,11/12/24 15:15,C6645,Soup,2,5.99
Slurpie,CAF0005576,11/12/24 15:15,C6645,Burger,2,10.99
Slushie,CAF0016107,11/13/24 7:54,M1016,Soup,2,5.09
Icee,CAF0016107,11/13/24 7:54,M1016,Soda,1,2.54
Icee,CAF0016107,11/13/24 7:54,M1016,Fries,2,4.24
Slurpie,CAF0015396,11/13/24 8:06,C9579,Pizza Slice,1,5.99
Icee,CAF0015396,11/13/24 8:06,C9579,Coffee,2,3.99
Slushie,CAF0015396,11/13/24 8:06,C9579,Cookie,2,2.75
Icee,CAF0017914,11/13/24 8:32,M1068,Pizza Slice,2,5.09
Slurpie,CAF0017914,11/13/24 8:32,M1068,Breakfast Sandwich,2,6.67
Slushie,CAF0017914,11/13/24 8:32,M1068,Soup,1,5.09
Icee,CAF0006751,11/13/24 8:40,C6984,Soda,2,2.99
Icee,CAF0022202,11/13/24 9:14,M1184,Pizza Slice,2,5.09
Icee,CAF0022202,11/13/24 9:14,M1184,Soda,2,2.54
Slurpie,CAF0023554,11/13/24 9:16,M1218,Fries,2,4.24
Slurpie,CAF0022990,11/13/24 9:17,M1205,Hot Chocolate,2,3.39
Slushie,CAF0022990,11/13/24 9:17,M1205,Soda,2,2.54
Icee,CAF0022990,11/13/24 9:17,M1205,Burger,1,9.34
Icee,CAF0022756,11/13/24 9:19,M1200,Pizza Slice,1,5.09
Slurpie,CAF0004369,11/13/24 9:22,C6267,Fries,1,4.99
Slushie,CAF0013045,11/13/24 9:25,C8898,Cookie,1,2.75
Slushie,CAF0013045,11/13/24 9:25,C8898,Hot Chocolate,2,3.99
Icee,CAF0013045,11/13/24 9:25,C8898,Soda,2,2.99
Slurpie,CAF0006752,11/13/24 9:28,C6984,Soup,1,5.99
Slurpie,CAF0006752,11/13/24 9:28,C6984,Hot Chocolate,2,3.99
Icee,CAF0016495,11/13/24 9:34,M1025,Soup,2,5.09
Slushie,CAF0016495,11/13/24 9:34,M1025,Cookie,1,2.34
Slushie,CAF0017913,11/13/24 9:34,M1068,Pizza Slice,1,5.09
Icee,CAF0017913,11/13/24 9:34,M1068,Soup,1,5.09
Slushie,CAF0019048,11/13/24 9:37,M1097,Soup,1,5.09
Slushie,CAF0019434,11/13/24 9:41,M1108,Cookie,1,2.34
Slushie,CAF0019434,11/13/24 9:41,M1108,Pizza Slice,1,5.09
Icee,CAF0001809,11/13/24 9:43,C5499,Hot Chocolate,1,3.99
Slurpie,CAF0001809,11/13/24 9:43,C5499,Fries,1,4.99
Icee,CAF0016622,11/13/24 9:49,M1031,Coffee,1,3.39
Slushie,CAF0016622,11/13/24 9:49,M1031,Soda,2,2.54
Icee,CAF0016622,11/13/24 9:49,M1031,Cookie,1,2.34
Slurpie,CAF0008722,11/13/24 9:50,C7587,Soup,1,5.99
Slushie,CAF0008722,11/13/24 9:50,C7587,Fries,1,4.99
Slurpie,CAF0008722,11/13/24 9:50,C7587,Pizza Slice,2,5.99
Slushie,CAF0019351,11/13/24 9:56,M1105,Burger,1,9.34
Slurpie,CAF0019351,11/13/24 9:56,M1105,Hot Chocolate,1,3.39
Slushie,CAF0022757,11/13/24 9:56,M1200,Burger,2,9.34
Slushie,CAF0022757,11/13/24 9:56,M1200,Pizza Slice,2,5.09
Icee,CAF0002901,11/13/24 9:58,C5834,Burger,1,10.99
Slurpie,CAF0002901,11/13/24 9:58,C5834,Breakfast Sandwich,1,7.85
Slushie,CAF0006678,11/13/24 10:01,C6963,Burger,1,10.99
Slushie,CAF0023553,11/13/24 10:09,M1218,Breakfast Sandwich,2,6.67
Slushie,CAF0015492,11/13/24 10:15,C9603,Soup,1,5.99
Slurpie,CAF0013046,11/13/24 10:17,C8898,Burger,2,10.99
Slushie,CAF0013061,11/13/24 10:18,C8904,Cookie,1,2.75
Slurpie,CAF0013061,11/13/24 10:18,C8904,Soup,1,5.99
Slurpie,CAF0001376,11/13/24 10:20,C5369,Burger,2,10.99
Slushie,CAF0001376,11/13/24 10:20,C5369,Soda,1,2.99
Slushie,CAF0001376,11/13/24 10:20,C5369,Cookie,2,2.75
Slushie,CAF0015397,11/13/24 10:23,C9579,Burger,1,10.99
Slushie,CAF0015397,11/13/24 10:23,C9579,Soda,2,2.99
Slushie,CAF0015397,11/13/24 10:23,C9579,Pizza Slice,2,5.99
Slushie,CAF0021373,11/13/24 10:24,M1158,Breakfast Sandwich,2,6.67
Icee,CAF0018959,11/13/24 10:25,M1095,Soup,1,5.09
Slushie,CAF0018959,11/13/24 10:25,M1095,Coffee,1,3.39
Slurpie,CAF0016186,11/13/24 10:30,M1018,Coffee,1,3.39
Icee,CAF0016186,11/13/24 10:30,M1018,Cookie,2,2.34
Slurpie,CAF0006103,11/13/24 10:38,C6792,Pizza Slice,2,5.99
Slurpie,CAF0007470,11/13/24 10:39,C7201,Soda,1,2.99
Icee,CAF0013062,11/13/24 10:43,C8904,Fries,2,4.99
Slushie,CAF0020094,11/13/24 10:46,M1126,Fries,1,4.24
Icee,CAF0020094,11/13/24 10:46,M1126,Hot Chocolate,2,3.39
Slushie,CAF0020094,11/13/24 10:46,M1126,Cookie,1,2.34
Slurpie,CAF0001567,11/13/24 10:49,C5423,Hot Chocolate,2,3.99
Icee,CAF0001567,11/13/24 10:49,C5423,Coffee,1,3.99
Slushie,CAF0001567,11/13/24 10:49,C5423,Burger,2,10.99
Icee,CAF0008157,11/13/24 10:49,C7417,Cookie,1,2.75
Icee,CAF0008157,11/13/24 10:49,C7417,Soup,1,5.99
Icee,CAF0005063,11/13/24 10:51,C6487,Pizza Slice,1,5.99
Slurpie,CAF0005063,11/13/24 10:51,C6487,Cookie,1,2.75
Slurpie,CAF0020471,11/13/24 10:56,M1135,Soda,2,2.54
Icee,CAF0020471,11/13/24 10:56,M1135,Cookie,2,2.34
Slushie,CAF0020471,11/13/24 10:56,M1135,Pizza Slice,1,5.09
Slurpie,CAF0019206,11/13/24 10:59,M1101,Pizza Slice,1,5.09
Slurpie,CAF0010223,11/13/24 11:05,C8038,Soup,1,5.99
Slushie,CAF0010223,11/13/24 11:05,C8038,Soda,1,2.99
Icee,CAF0017353,11/13/24 11:05,M1054,Soda,1,2.54
Icee,CAF0017353,11/13/24 11:05,M1054,Pizza Slice,2,5.09
Slurpie,CAF0017353,11/13/24 11:05,M1054,Soup,2,5.09
Icee,CAF0022045,11/13/24 11:08,M1179,Soup,1,5.09
Icee,CAF0022045,11/13/24 11:08,M1179,Soda,1,2.54
Slurpie,CAF0020975,11/13/24 11:14,M1149,Burger,2,9.34
Slushie,CAF0006078,11/13/24 11:16,C6786,Soda,1,2.99
Slurpie,CAF0000399,11/13/24 11:20,C5104,Soup,2,5.99
Icee,CAF0000399,11/13/24 11:20,C5104,Fries,2,4.99
Slurpie,CAF0019205,11/13/24 11:21,M1101,Soup,2,5.09
Slushie,CAF0019205,11/13/24 11:21,M1101,Soda,1,2.54
Slurpie,CAF0021372,11/13/24 11:27,M1158,Soup,2,5.09
Icee,CAF0021372,11/13/24 11:27,M1158,Fries,1,4.24
Slurpie,CAF0021372,11/13/24 11:27,M1158,Cookie,1,2.34
Icee,CAF0001389,11/13/24 11:36,C5373,Pizza Slice,2,5.99
Slurpie,CAF0001389,11/13/24 11:36,C5373,Hot Chocolate,1,3.99
Slurpie,CAF0022203,11/13/24 11:41,M1184,Soup,1,5.09
Slushie,CAF0019435,11/13/24 11:42,M1108,Breakfast Sandwich,2,6.67
Slurpie,CAF0019435,11/13/24 11:42,M1108,Burger,2,9.34
Slushie,CAF0021125,11/13/24 11:45,M1152,Soup,2,5.09
Slushie,CAF0010609,11/13/24 11:47,C8149,Cookie,1,2.75
Icee,CAF0010609,11/13/24 11:47,C8149,Soda,2,2.99
Slurpie,CAF0010609,11/13/24 11:47,C8149,Soup,1,5.99
Slushie,CAF0022385,11/13/24 11:49,M1189,Soda,2,2.54
Slushie,CAF0007002,11/13/24 11:52,C7058,Coffee,2,3.99
Icee,CAF0007002,11/13/24 11:52,C7058,Fries,1,4.99
Icee,CAF0017792,11/13/24 11:52,M1064,Coffee,2,3.39
Icee,CAF0017792,11/13/24 11:52,M1064,Soup,2,5.09
Icee,CAF0022991,11/13/24 11:59,M1205,Hot Chocolate,2,3.39
Slushie,CAF0023422,11/13/24 11:59,M1215,Soup,2,5.09
Slushie,CAF0023422,11/13/24 11:59,M1215,Hot Chocolate,2,3.39
Slushie,CAF0020093,11/13/24 12:01,M1126,Soda,2,2.54
Slushie,CAF0020093,11/13/24 12:01,M1126,Coffee,1,3.39
Icee,CAF0020093,11/13/24 12:01,M1126,Soup,1,5.09
Slurpie,CAF0010222,11/13/24 12:07,C8038,Hot Chocolate,2,3.99
Slurpie,CAF0009542,11/13/24 12:13,C7828,Burger,1,10.99
Slurpie,CAF0009542,11/13/24 12:13,C7828,Cookie,1,2.75
Icee,CAF0003083,11/13/24 12:20,C5885,Soda,1,2.99
Slurpie,CAF0016187,11/13/24 12:21,M1018,Pizza Slice,2,5.09
Slushie,CAF0016187,11/13/24 12:21,M1018,Fries,2,4.24
Icee,CAF0019716,11/13/24 12:22,M1117,Soda,1,2.54
